"","id","prob","algo","N","O","repl","acc.test.mean","ber.test.mean","multiclass.gmean.test.mean","timetrain.test.mean","timepredict.test.mean","timeboth.test.mean","Q","C","M"
"173",173,"t_1011_ecoli","classif.J48",NA,NA,1,0.946613190730838,0.0540413533834586,0.944768038537798,0.1438,0.0863,0.2301,NA,0.15,4
"174",174,"t_1011_ecoli","classif.J48",NA,NA,1,0.952762923351159,0.0477067669172932,0.951707837776331,0.1381,0.0891999999999999,0.2273,NA,0.15,8
"175",175,"t_1011_ecoli","classif.J48",NA,NA,1,0.952307104660046,0.0467418546365915,0.952406431729361,0.16,0.0840000000000001,0.244,NA,0.15,16
"176",176,"t_1011_ecoli","classif.J48",NA,NA,1,0.952742551566081,0.048765664160401,0.949900503997507,0.1536,0.0983000000000002,0.2519,NA,0.15,32
"177",177,"t_1011_ecoli","classif.J48",NA,NA,1,0.94624649859944,0.055062656641604,0.944303567391396,0.134,0.0811000000000002,0.2151,NA,0.15,64
"178",178,"t_1011_ecoli","classif.J48",NA,NA,1,0.9464196587726,0.0529699248120301,0.946436395037401,0.144,0.0904000000000001,0.2344,NA,0.2,1
"179",179,"t_1011_ecoli","classif.J48",NA,NA,1,0.952406417112299,0.0480513784461153,0.950974470390611,0.1443,0.0767999999999998,0.2211,NA,0.2,2
"180",180,"t_1011_ecoli","classif.J48",NA,NA,1,0.952495543672014,0.0489661654135338,0.949396145325279,0.1447,0.0758000000000002,0.2205,NA,0.2,4
"181",181,"t_1011_ecoli","classif.J48",NA,NA,1,0.946424751718869,0.0535401002506266,0.946185829636791,0.1388,0.0935000000000001,0.2323,NA,0.2,8
"182",182,"t_1011_ecoli","classif.J48",NA,NA,1,0.946167557932264,0.0561591478696742,0.943162726637028,0.1491,0.092,0.2411,NA,0.2,16
"183",183,"t_1011_ecoli","classif.J48",NA,NA,1,0.952406417112299,0.0487781954887218,0.950596162567778,0.1311,0.0867999999999999,0.2179,NA,0.2,32
"184",184,"t_1011_ecoli","classif.J48",NA,NA,1,0.937254901960784,0.0660275689223058,0.932221929059322,0.14,0.0889000000000002,0.2289,NA,0.2,64
"185",185,"t_1011_ecoli","classif.J48",NA,NA,1,0.934481792717087,0.0668859649122807,0.932486415849126,0.1562,0.101,0.2572,NA,0.25,1
"186",186,"t_1011_ecoli","classif.J48",NA,NA,1,0.949539088362618,0.0519548872180451,0.947641121798588,0.1524,0.0969000000000001,0.2493,NA,0.25,2
"187",187,"t_1011_ecoli","classif.J48",NA,NA,1,0.956040234275528,0.0459899749373434,0.95300815432896,0.1425,0.0857000000000002,0.2282,NA,0.25,4
"188",188,"t_1011_ecoli","classif.J48",NA,NA,1,0.946236312706901,0.0560025062656642,0.942879589056317,0.1534,0.0865999999999999,0.24,NA,0.25,8
"189",189,"t_1011_ecoli","classif.J48",NA,NA,1,0.958278584160937,0.0408020050125313,0.958327135401919,0.1674,0.0908,0.2582,NA,0.25,16
"190",190,"t_1011_ecoli","classif.J48",NA,NA,1,0.952302011713776,0.048515037593985,0.951120448581964,0.1378,0.0995000000000001,0.2373,NA,0.25,32
"191",191,"t_1011_ecoli","classif.J48",NA,NA,1,0.946256684491979,0.0539912280701754,0.944768994314239,0.1686,0.0980000000000003,0.2666,NA,0.25,64
"192",192,"t_1011_ecoli","classif.J48",NA,NA,1,0.952128851540616,0.0489912280701754,0.950584794848406,0.1613,0.0926,0.2539,NA,0.3,1
"193",193,"t_1011_ecoli","classif.J48",NA,NA,1,0.94677107206519,0.0529448621553885,0.946209451979017,0.1516,0.1045,0.2561,NA,0.3,2
"194",194,"t_1011_ecoli","classif.J48",NA,NA,1,0.937764196587726,0.061516290726817,0.937384378449711,0.1642,0.0934999999999998,0.2577,NA,0.3,4
"195",195,"t_1011_ecoli","classif.J48",NA,NA,1,0.9522230710466,0.0498245614035088,0.949397211999299,0.1631,0.0949999999999999,0.2581,NA,0.3,8
"196",196,"t_1011_ecoli","classif.J48",NA,NA,1,0.950053475935829,0.0506203007518797,0.948710027965404,0.1612,0.0893000000000002,0.2505,NA,0.3,16
"197",197,"t_1011_ecoli","classif.J48",NA,NA,1,0.940463458110517,0.062562656641604,0.93631171444062,0.1556,0.0921999999999999,0.2478,NA,0.3,32
"198",198,"t_1011_ecoli","classif.J48",NA,NA,1,0.943478482302012,0.0591228070175439,0.940373921201312,0.1598,0.102,0.2618,NA,0.3,64
"199",199,"t_1012_flags","classif.JRip",1,1,1,0.727105263157895,0.324175824175824,0.637974021741619,0.4493,0.4096,0.8589,NA,NA,NA
"200",200,"t_1012_flags","classif.JRip",2,1,1,0.717368421052632,0.348626373626374,0.579811570330656,0.4595,0.4029,0.8624,NA,NA,NA
"201",201,"t_1012_flags","classif.JRip",3,1,1,0.717222222222222,0.340430402930403,0.599126956970201,0.4921,0.4241,0.9162,NA,NA,NA
"202",202,"t_1012_flags","classif.JRip",4,1,1,0.689473684210526,0.354441391941392,0.608744793073781,0.4644,0.3672,0.8316,NA,NA,NA
"203",203,"t_1012_flags","classif.JRip",5,1,1,0.732631578947368,0.320970695970696,0.62956865347941,0.469,0.3614,0.8304,NA,NA,NA
"204",204,"t_1012_flags","classif.JRip",1,2,1,0.695877192982456,0.341346153846154,0.624003203009508,0.4493,0.385,0.8343,NA,NA,NA
"205",205,"t_1012_flags","classif.JRip",2,2,1,0.737105263157895,0.325045787545788,0.611623220271651,0.4629,0.3935,0.8564,NA,NA,NA
"206",206,"t_1012_flags","classif.JRip",3,2,1,0.701988304093567,0.350869963369963,0.600084271246848,0.461,0.373499999999999,0.8345,NA,NA,NA
"207",207,"t_1012_flags","classif.JRip",4,2,1,0.675877192982456,0.366804029304029,0.554829492126599,0.4863,0.3667,0.853,NA,NA,NA
"208",208,"t_1012_flags","classif.JRip",5,2,1,0.700526315789474,0.34793956043956,0.600279441419795,0.4379,0.3654,0.8033,NA,NA,NA
"209",209,"t_1012_flags","classif.JRip",1,3,1,0.684269005847953,0.370009157509158,0.586046788867612,0.4685,0.3592,0.8277,NA,NA,NA
"210",210,"t_1012_flags","classif.JRip",2,3,1,0.686315789473684,0.361034798534799,0.61353447348823,0.4324,0.3398,0.7722,NA,NA,NA
"211",211,"t_1012_flags","classif.JRip",3,3,1,0.722368421052632,0.349862637362637,0.575364104713087,0.4471,0.3571,0.8042,NA,NA,NA
"212",212,"t_1012_flags","classif.JRip",4,3,1,0.711052631578947,0.356135531135531,0.583598778073756,0.4476,0.393,0.8406,NA,NA,NA
"213",213,"t_1012_flags","classif.JRip",5,3,1,0.660614035087719,0.382326007326007,0.571449989625957,0.4565,0.3557,0.8122,NA,NA,NA
"214",214,"t_1012_flags","classif.JRip",1,4,1,0.682251461988304,0.383928571428571,0.557529335171515,0.4655,0.3617,0.8272,NA,NA,NA
"215",215,"t_1012_flags","classif.JRip",2,4,1,0.661228070175439,0.391620879120879,0.549108069817972,0.4235,0.3935,0.817,NA,NA,NA
"216",216,"t_1012_flags","classif.JRip",3,4,1,0.725877192982456,0.333150183150183,0.615995889203364,0.4542,0.3447,0.7989,NA,NA,NA
"217",217,"t_1012_flags","classif.JRip",4,4,1,0.706169590643275,0.363827838827839,0.566227124111981,0.2513,0.2133,0.4646,NA,NA,NA
"218",218,"t_1012_flags","classif.JRip",5,4,1,0.716988304093567,0.333653846153846,0.625588253707779,0.2787,0.2265,0.5052,NA,NA,NA
"219",219,"t_1012_flags","classif.JRip",1,5,1,0.674853801169591,0.398855311355311,0.508588431098891,0.232,0.1853,0.4173,NA,NA,NA
"220",220,"t_1012_flags","classif.JRip",2,5,1,0.706578947368421,0.341712454212454,0.622938910937402,0.2336,0.1898,0.4234,NA,NA,NA
"221",221,"t_1012_flags","classif.JRip",3,5,1,0.721052631578947,0.333791208791209,0.624926343257938,0.2386,0.1971,0.4357,NA,NA,NA
"222",222,"t_1012_flags","classif.JRip",4,5,1,0.690789473684211,0.354120879120879,0.608649213806066,0.437900000000001,0.3496,0.7875,NA,NA,NA
"223",223,"t_1012_flags","classif.JRip",5,5,1,0.701169590643275,0.361080586080586,0.588179618780977,0.435399999999999,0.3506,0.785999999999998,NA,NA,NA
"224",224,"t_1012_flags","classif.bayesNet",NA,NA,1,0.725906432748538,0.300915750915751,0.684188727500327,0.4178,0.3479,0.7657,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"225",225,"t_1012_flags","classif.bayesNet",NA,NA,1,0.721052631578947,0.301465201465201,0.686975724882535,0.4378,0.3724,0.8102,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"226",226,"t_1012_flags","classif.bayesNet",NA,NA,1,0.738333333333333,0.277014652014652,0.714600244116348,0.2346,0.2065,0.4411,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"227",227,"t_1012_flags","classif.bayesNet",NA,NA,1,0.763859649122807,0.256593406593407,0.730370976828024,0.4139,0.3352,0.7491,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"228",228,"t_1012_flags","classif.bayesNet",NA,NA,1,0.74780701754386,0.269642857142857,0.718621023830487,0.4367,0.3679,0.8046,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"229",229,"t_1012_flags","classif.bayesNet",NA,NA,1,0.751345029239766,0.261675824175824,0.72079704832372,0.4043,0.377200000000001,0.781500000000001,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"230",230,"t_1012_flags","classif.J48",NA,NA,1,0.674210526315789,0.358379120879121,0.612942083197886,0.2428,0.2106,0.4534,NA,0.1,1
"231",231,"t_1012_flags","classif.J48",NA,NA,1,0.648684210526316,0.382783882783883,0.592800383832968,0.4101,0.3339,0.744,NA,0.1,2
"232",232,"t_1012_flags","classif.J48",NA,NA,1,0.607894736842105,0.425778388278388,0.536352376709173,0.4476,0.3673,0.8149,NA,0.1,4
"233",233,"t_1012_flags","classif.J48",NA,NA,1,0.640614035087719,0.379578754578755,0.602805483710971,0.4339,0.376599999999999,0.810499999999998,NA,0.1,8
"234",234,"t_1012_flags","classif.J48",NA,NA,1,0.664824561403509,0.384203296703297,0.582855590521631,0.4093,0.3677,0.777,NA,0.1,16
"235",235,"t_1012_flags","classif.J48",NA,NA,1,0.633421052631579,0.400503663003663,0.549399227641823,0.4468,0.393900000000001,0.840700000000001,NA,0.1,32
"236",236,"t_1012_flags","classif.J48",NA,NA,1,0.677046783625731,0.340934065934066,0.643846652826987,0.4241,0.3807,0.8048,NA,0.1,64
"237",237,"t_1012_flags","classif.J48",NA,NA,1,0.632105263157895,0.392399267399267,0.588971945982814,0.446,0.3717,0.8177,NA,0.15,1
"238",238,"t_1012_flags","classif.J48",NA,NA,1,0.633947368421053,0.398672161172161,0.580607642297433,0.446400000000001,0.3785,0.824900000000001,NA,0.15,2
"239",239,"t_1012_flags","classif.J48",NA,NA,1,0.66,0.365338827838828,0.602873853178818,0.4172,0.356900000000001,0.7741,NA,0.15,4
"240",240,"t_1012_flags","classif.J48",NA,NA,1,0.664590643274854,0.357692307692308,0.629152656535022,0.429000000000001,0.3622,0.791200000000001,NA,0.15,8
"241",241,"t_1012_flags","classif.J48",NA,NA,1,0.665263157894737,0.371108058608059,0.564478048269133,0.4094,0.378300000000001,0.787700000000001,NA,0.15,16
"242",242,"t_1012_flags","classif.J48",NA,NA,1,0.674853801169591,0.353479853479854,0.608822913803898,0.3901,0.3421,0.7322,NA,0.15,32
"243",243,"t_1012_flags","classif.J48",NA,NA,1,0.67,0.359798534798535,0.620642874507791,0.4669,0.3734,0.8403,NA,0.15,64
"244",244,"t_1012_flags","classif.J48",NA,NA,1,0.665906432748538,0.365018315018315,0.609924906784573,0.43,0.3525,0.7825,NA,0.2,1
"245",245,"t_1012_flags","classif.J48",NA,NA,1,0.669736842105263,0.361813186813187,0.613779283328025,0.4292,0.3745,0.8037,NA,0.2,2
"246",246,"t_1012_flags","classif.J48",NA,NA,1,0.69,0.349679487179487,0.621993888966723,0.4082,0.3676,0.7758,NA,0.2,4
"247",247,"t_1012_flags","classif.J48",NA,NA,1,0.633684210526316,0.394505494505494,0.591449089549008,0.4236,0.3778,0.8014,NA,0.2,8
"248",248,"t_1012_flags","classif.J48",NA,NA,1,0.678976608187134,0.348443223443223,0.619409754015269,0.4242,0.36,0.7842,NA,0.2,16
"249",249,"t_1012_flags","classif.J48",NA,NA,1,0.638421052631579,0.399954212454212,0.566005179459045,0.3989,0.3578,0.7567,NA,0.2,32
"250",250,"t_1012_flags","classif.J48",NA,NA,1,0.660526315789474,0.36025641025641,0.625969030243427,0.4244,0.3787,0.8031,NA,0.2,64
"251",251,"t_1012_flags","classif.J48",NA,NA,1,0.659473684210526,0.366346153846154,0.607957357259997,0.4084,0.3557,0.7641,NA,0.25,1
"252",252,"t_1012_flags","classif.J48",NA,NA,1,0.65312865497076,0.381410256410256,0.550400861683458,0.4276,0.3602,0.7878,NA,0.25,2
"253",253,"t_1012_flags","classif.J48",NA,NA,1,0.665263157894737,0.357967032967033,0.613457486936418,0.4358,0.3684,0.8042,NA,0.25,4
"254",254,"t_1012_flags","classif.J48",NA,NA,1,0.665,0.374084249084249,0.602453021426615,0.4348,0.3714,0.8062,NA,0.25,8
"255",255,"t_1012_flags","classif.J48",NA,NA,1,0.632894736842105,0.397710622710623,0.55583139604918,0.4343,0.3664,0.8007,NA,0.25,16
"256",256,"t_1012_flags","classif.J48",NA,NA,1,0.654824561403509,0.382554945054945,0.581032675077864,0.435,0.3549,0.7899,NA,0.25,32
"257",257,"t_1012_flags","classif.J48",NA,NA,1,0.665906432748538,0.359386446886447,0.621407126388872,0.4341,0.3652,0.7993,NA,0.25,64
"258",258,"t_1012_flags","classif.J48",NA,NA,1,0.64953216374269,0.382875457875458,0.57833439127716,0.4067,0.3562,0.7629,NA,0.3,1
"259",259,"t_1012_flags","classif.J48",NA,NA,1,0.655146198830409,0.383791208791209,0.577252061176754,0.4057,0.3398,0.7455,NA,0.3,2
"260",260,"t_1012_flags","classif.J48",NA,NA,1,0.661169590643275,0.373901098901099,0.600875593642958,0.3504,0.279,0.6294,NA,0.3,4
"261",261,"t_1012_flags","classif.J48",NA,NA,1,0.670263157894737,0.367399267399267,0.575035535665225,0.3623,0.2949,0.6572,NA,0.3,8
"262",262,"t_1012_flags","classif.J48",NA,NA,1,0.666315789473684,0.375778388278388,0.584149955504592,0.3538,0.3028,0.6566,NA,0.3,16
"263",263,"t_1012_flags","classif.J48",NA,NA,1,0.651315789473684,0.376785714285714,0.607237965076697,0.3227,0.2747,0.5974,NA,0.3,32
"264",264,"t_1012_flags","classif.J48",NA,NA,1,0.654619883040936,0.374862637362637,0.599012172405257,0.3318,0.2563,0.5881,NA,0.3,64
"265",265,"t_1014_analcatdata_dmft","classif.JRip",1,1,1,0.805547546491639,0.5,0,0.131,0.0827,0.2137,NA,NA,NA
"266",266,"t_1014_analcatdata_dmft","classif.JRip",2,1,1,0.805547546491639,0.5,0,0.135,0.0796000000000001,0.2146,NA,NA,NA
"267",267,"t_1014_analcatdata_dmft","classif.JRip",3,1,1,0.805557118299734,0.5,0,0.1262,0.0812,0.2074,NA,NA,NA
"268",268,"t_1014_analcatdata_dmft","classif.JRip",4,1,1,0.805557118299734,0.5,0,0.1108,0.063,0.1738,NA,NA,NA
"269",269,"t_1014_analcatdata_dmft","classif.JRip",5,1,1,0.805557118299734,0.5,0,0.1243,0.0744999999999999,0.1988,NA,NA,NA
"270",270,"t_1014_analcatdata_dmft","classif.JRip",1,2,1,0.805557118299734,0.5,0,0.13,0.0821000000000001,0.2121,NA,NA,NA
"271",271,"t_1014_analcatdata_dmft","classif.JRip",2,2,1,0.805547546491639,0.5,0,0.1178,0.0664999999999999,0.1843,NA,NA,NA
"272",272,"t_1014_analcatdata_dmft","classif.JRip",3,2,1,0.805547546491639,0.5,0,0.136,0.0791999999999999,0.2152,NA,NA,NA
"273",273,"t_1014_analcatdata_dmft","classif.JRip",4,2,1,0.805557118299734,0.5,0,0.1243,0.0715000000000001,0.1958,NA,NA,NA
"274",274,"t_1014_analcatdata_dmft","classif.JRip",5,2,1,0.805547546491639,0.5,0,0.1218,0.0746,0.1964,NA,NA,NA
"275",275,"t_1014_analcatdata_dmft","classif.JRip",1,3,1,0.805547546491639,0.5,0,0.1236,0.0754999999999998,0.1991,NA,NA,NA
"276",276,"t_1014_analcatdata_dmft","classif.JRip",2,3,1,0.805547546491639,0.5,0,0.1302,0.0806000000000001,0.2108,NA,NA,NA
"277",277,"t_1014_analcatdata_dmft","classif.JRip",3,3,1,0.805557118299734,0.5,0,0.1258,0.0762000000000001,0.202,NA,NA,NA
"278",278,"t_1014_analcatdata_dmft","classif.JRip",4,3,1,0.805557118299734,0.5,0,0.1264,0.0769999999999999,0.2034,NA,NA,NA
"279",279,"t_1014_analcatdata_dmft","classif.JRip",5,3,1,0.805547546491639,0.5,0,0.1308,0.0834000000000001,0.2142,NA,NA,NA
"280",280,"t_1014_analcatdata_dmft","classif.JRip",1,4,1,0.805547546491639,0.5,0,0.1263,0.0809999999999996,0.2073,NA,NA,NA
"281",281,"t_1014_analcatdata_dmft","classif.JRip",2,4,1,0.805547546491639,0.5,0,0.1257,0.0754999999999998,0.2012,NA,NA,NA
"282",282,"t_1014_analcatdata_dmft","classif.JRip",3,4,1,0.805547546491639,0.5,0,0.1302,0.0759999999999999,0.2062,NA,NA,NA
"283",283,"t_1014_analcatdata_dmft","classif.JRip",4,4,1,0.805547546491639,0.5,0,0.129,0.0844999999999998,0.2135,NA,NA,NA
"284",284,"t_1014_analcatdata_dmft","classif.JRip",5,4,1,0.805557118299734,0.5,0,0.1345,0.0785,0.213,NA,NA,NA
"285",285,"t_1014_analcatdata_dmft","classif.JRip",1,5,1,0.805547546491639,0.5,0,0.1238,0.0685,0.1923,NA,NA,NA
"286",286,"t_1014_analcatdata_dmft","classif.JRip",2,5,1,0.805547546491639,0.5,0,0.1267,0.0736000000000001,0.2003,NA,NA,NA
"287",287,"t_1014_analcatdata_dmft","classif.JRip",3,5,1,0.805547546491639,0.5,0,0.127,0.0723000000000002,0.1993,NA,NA,NA
"288",288,"t_1014_analcatdata_dmft","classif.JRip",4,5,1,0.805537974683544,0.5,0,0.1247,0.0717999999999999,0.1965,NA,NA,NA
"289",289,"t_1014_analcatdata_dmft","classif.JRip",5,5,1,0.805547546491639,0.5,0,0.1218,0.0716000000000002,0.1934,NA,NA,NA
"290",290,"t_1014_analcatdata_dmft","classif.bayesNet",NA,NA,1,0.805537974683544,0.5,0,0.1371,0.0953000000000002,0.2324,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"291",291,"t_1014_analcatdata_dmft","classif.bayesNet",NA,NA,1,0.805537974683544,0.5,0,0.1369,0.0871,0.224,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"292",292,"t_1014_analcatdata_dmft","classif.bayesNet",NA,NA,1,0.805557118299734,0.5,0,0.1337,0.0836000000000001,0.2173,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"293",293,"t_1014_analcatdata_dmft","classif.bayesNet",NA,NA,1,0.805557118299734,0.5,0,0.1336,0.0875,0.2211,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"294",294,"t_1014_analcatdata_dmft","classif.bayesNet",NA,NA,1,0.805547546491639,0.5,0,0.1267,0.0809999999999999,0.2077,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"295",295,"t_1014_analcatdata_dmft","classif.bayesNet",NA,NA,1,0.805537974683544,0.5,0,0.1453,0.0973,0.2426,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"296",296,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1582,0.1106,0.2688,NA,0.1,1
"297",297,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1521,0.1037,0.2558,NA,0.1,2
"298",298,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1527,0.112,0.2647,NA,0.1,4
"299",299,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1523,0.1174,0.2697,NA,0.1,8
"300",300,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1517,0.0995,0.2512,NA,0.1,16
"301",301,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1505,0.1044,0.2549,NA,0.1,32
"302",302,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.153,0.1061,0.2591,NA,0.1,64
"303",303,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.146,0.1072,0.2532,NA,0.15,1
"304",304,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1485,0.1103,0.2588,NA,0.15,2
"305",305,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1591,0.1102,0.269299999999999,NA,0.15,4
"306",306,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1425,0.105,0.2475,NA,0.15,8
"307",307,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1482,0.1045,0.2527,NA,0.15,16
"308",308,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1314,0.0913000000000001,0.2227,NA,0.15,32
"309",309,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1402,0.0913000000000002,0.2315,NA,0.15,64
"310",310,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1496,0.1136,0.2632,NA,0.2,1
"311",311,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1421,0.0841,0.2262,NA,0.2,2
"312",312,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1474,0.0961000000000001,0.2435,NA,0.2,4
"313",313,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1429,0.0946000000000002,0.2375,NA,0.2,8
"314",314,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.142,0.112,0.254,NA,0.2,16
"315",315,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1553,0.1107,0.266,NA,0.2,32
"316",316,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1563,0.1141,0.2704,NA,0.2,64
"317",317,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1443,0.1008,0.2451,NA,0.25,1
"318",318,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1505,0.1052,0.2557,NA,0.25,2
"319",319,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1479,0.1242,0.2721,NA,0.25,4
"320",320,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1352,0.115,0.2502,NA,0.25,8
"321",321,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.146,0.1071,0.2531,NA,0.25,16
"322",322,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1468,0.1112,0.258,NA,0.25,32
"323",323,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.137,0.1083,0.2453,NA,0.25,64
"324",324,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1459,0.1011,0.247,NA,0.3,1
"325",325,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1411,0.0889999999999999,0.2301,NA,0.3,2
"326",326,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805537974683544,0.5,0,0.1507,0.1106,0.2613,NA,0.3,4
"327",327,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1484,0.1075,0.2559,NA,0.3,8
"328",328,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1429,0.0942,0.2371,NA,0.3,16
"329",329,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805547546491639,0.5,0,0.1559,0.1069,0.2628,NA,0.3,32
"330",330,"t_1014_analcatdata_dmft","classif.J48",NA,NA,1,0.805557118299734,0.5,0,0.1367,0.0961999999999998,0.2329,NA,0.3,64
"331",331,"t_1016_vowel","classif.JRip",1,1,1,0.987878787878788,0.0466666666666667,0.951408115642537,0.2049,0.0757999999999999,0.2807,NA,NA,NA
"332",332,"t_1016_vowel","classif.JRip",2,1,1,0.987878787878788,0.0466666666666667,0.951376254136456,0.2321,0.113,0.3451,NA,NA,NA
"333",333,"t_1016_vowel","classif.JRip",3,1,1,0.983838383838384,0.0538888888888889,0.942879438041784,0.2378,0.0952999999999998,0.3331,NA,NA,NA
"334",334,"t_1016_vowel","classif.JRip",4,1,1,0.985858585858586,0.0427777777777778,0.954557911380872,0.2709,0.1062,0.3771,NA,NA,NA
"335",335,"t_1016_vowel","classif.JRip",5,1,1,0.98989898989899,0.0355555555555556,0.963549620670143,0.2712,0.0936000000000003,0.364800000000001,NA,NA,NA
